816,accept,acknowledge,0.0017690043169970309
957,accept,recommend,0.0016041530936439377
809,agree,argue,0.0007675093844647627
911,agree,please,0.0022569664975142173
242,alcohol,cocktail,0.0
697,alcohol,wine,0.02259606387456716
2066,announcement,news,0.007511081418773529
2164,announcement,effort,0.0009025173758775764
14,terrible,bad,0.0011509448844818828
51,great,bad,0.004591378006075176
176,beach,seashore,0.016965500137677877
402,beach,sea,0.011973590209437618
278,beer,alcohol,0.03756619151430588
279,beer,beverage,0.030431260625771884
883,begin,quit,0.000517585551246725
966,begin,go,0.007702251359496584
633,car,elevator,0.002852402566733433
2026,car,automobile,0.02084791756831849
2030,coast,shore,0.008519432311203218
2154,coast,forest,0.0017602704976239544
726,doctor,temper,0.0
2008,doctor,nurse,0.025472986265107644
772,dollar,people,0.002932055337686267
2081,dollar,buck,0.0019528768857966618
189,door,doorway,0.01692351481818856
496,door,floor,0.016935720407450432
24,dumb,foolish,0.0
50,dumb,intelligent,0.00443694848174624
2018,football,soccer,0.04096554016518863
2019,football,basketball,0.04478613874421045
121,friend,buddy,0.004244191991626757
709,friend,mother,0.012136143889567111
813,give,lend,0.0008205222808828421
977,give,steal,0.003442686234055941
248,god,devil,0.006374367481068137
264,god,spirit,0.018561168164554075
7,happy,glad,0.0010943554291556507
27,happy,angry,0.005275733238325425
3,hard,difficult,0.007976029219472828
5,hard,easy,0.008822856229152711
203,house,apartment,0.013645417141601666
261,house,key,0.004476820868122519
791,ignore,avoid,0.0035360651333567984
989,ignore,explore,0.001550753105763956
440,journey,conquest,0.000624245809967171
593,journey,trip,0.007963523031789599
819,keep,possess,0.0
932,keep,borrow,0.002116769684811349
19,large,huge,0.005128852042800503
110,large,flexible,0.005254329847075143
823,leave,go,0.014023675498965361
842,leave,remain,0.00535647017719185
2039,money,dollar,0.011645315255840663
2149,money,operation,0.0027396657500924192
117,plane,airport,0.025604770646143086
125,plane,jet,0.006289252677737456
155,river,stream,0.04241408805928043
373,river,valley,0.0660695635522984
62,sly,clever,0.00336564314712057
105,sly,tough,0.0
2786,smart,intelligent,0.008374451904826812
16,smart,dumb,0.011590671809177062
274,stomach,waist,0.0
774,stomach,bedroom,0.0
642,student,professor,0.016629688846418106
2010,student,pupil,0.015120803184173621
542,task,job,0.004468858519668648
728,task,woman,0.0050511179808500695
